<850, 13, 1001635200000, [466.36 905.02 542.11 159.02 469.97 440.52 465.01 810.25 465.01 810.25 490.15 945.04 400.76 206.06 465.01 810.25 460.49 21.09 379.2 96.07 392.51 846.42 453.38 663.84 379.2 1039.15]>
<899, 16, 1016150400000, [466.36 905.02 542.11 159.02 433 228.52 495.66 829.78 462.98 445.25 491.19 101.51 482.13 385.75 478.23 259.54 466.75 218.42 479.94 895.64 464.19 291.68 442.31 1072.79 475.27 602.02 520.8 740.72 482.13 385.75 453.38 663.84]>
<905, 14, 1015545600000, [466.36 905.02 542.11 159.02 442.31 1072.79 433 228.52 468.05 546.19 482.13 385.75 505.23 638.18 450.83 108.84 424.05 613.98 482.13 385.75 520.8 740.72 495.66 829.78 433 228.52 482.13 385.75]>
<907, 24, 1014940800000, [466.36 905.02 542.11 159.02 464.6 278.49 426.87 161.35 447.9 415.32 447.9 415.32 465.84 524.84 442.31 647.57 482.13 385.75 377.22 220.33 466.75 218.42 458.8 541.2 411.28 520.67 466.82 174.89 466.82 174.89 264.83 1029.18 433 228.52 520.8 465.44 462.7 439.08 475.99 969.08 452.19 768.11 475.99 969.08 464.19 924.96 462.98 445.25]>
<919, 9, 1013644800000, [466.36 905.02 542.11 159.02 433 228.52 466.36 347.88 482.13 385.75 458.57 552 498.77 786.42 456.46 1041.69 542.11 159.02]>
<928, 8, 1011916800000, [520.8 329.97 469.55 993.11 482.13 385.75 482.13 458.8 542.11 159.02 454.54 736.63 465.71 183.33 479.47 110.03]>
<931, 7, 1010016000000, [466.36 905.02 542.11 159.02 482.13 385.75 453.38 663.84 484.57 297.71 482.13 385.75 479.47 110.03]>
<932, 11, 1010707200000, [466.36 905.02 542.11 159.02 454.24 721.91 498.77 805.68 446.13 344.78 479.47 110.03 525.31 937.5 305.81 510.98 482.13 385.75 465.48 531.63 460.49 246.78]>
<1281, 6, 1005177600000, [466.36 905.02 542.11 159.02 462.01 1044.28 458.8 541.2 458.8 541.2 479.47 110.03]>
<1297, 7, 1004659200000, [466.36 905.02 542.11 159.02 374.69 583.26 479.47 110.03 446.38 1037.72 465.01 871.81 458.8 541.2]>
<1309, 14, 1004054400000, [466.36 905.02 542.11 159.02 446.38 1037.72 467.56 999.78 482.13 731.71 417.54 279.88 543.76 311.42 520.8 1074.75 482.13 385.75 466.36 905.02 305.81 510.98 465.71 183.33 446.13 344.78 468.05 425.8]>
<1896, 11, 1013644800000, [466.36 905.02 542.11 159.02 457.69 726.03 489.53 918.42 498.77 786.42 442.31 647.57 460.49 21.09 511.01 946.55 456.46 1041.69 482.13 385.75 411.28 211.72]>
<5289, 22, 1006732800000, [425.8 966.06 462.98 445.25 425.8 966.06 462.98 445.25 459.07 832.41 482.13 385.75 459.07 832.41 467.66 606.91 482.13 385.75 464.7 838.01 446.13 344.78 462.98 445.25 482.13 385.75 482.13 385.75 537.53 630.72 442.31 405.99 345.09 1051.48 488.91 590.69 450.92 117.06 488.91 590.69 432.63 390.24 467.66 606.91]>
<5327, 13, 1006128000000, [425.8 966.06 482.13 385.75 425.8 966.06 447.9 610.82 482.13 385.75 443.3 363.35 493.67 879.45 583.2 253.44 852.69 1044.45 482.13 385.75 427.55 284.58 462.01 1044.28 406.78 286.38]>
<5472, 26, 1004313600000, [425.8 966.06 462.98 445.25 447.9 610.82 459.07 832.41 482.13 385.75 493.67 879.45 493.67 879.45 320.08 806.69 426.87 739.61 852.69 1044.45 396.88 754.01 456.29 716.34 426.87 610.72 490.15 945.04 482.13 385.75 464.6 115.69 464.7 981.53 442.31 405.99 480.59 385.25 468.86 385.9 520.8 465.44 459.89 743.56 379.2 902.5 406.78 286.38 467.66 606.91 428.38 17.93]>
<6400, 9, 1013126400000, [433 228.52 458.8 541.2 488.72 543.14 458.22 768.41 461.27 618.24 457.69 325.48 545.09 270.88 482.13 385.75 465.68 1017.57]>
<6456, 3, 1012521600000, [379.2 123.12 466.75 218.42 467.17 867.92]>
<6508, 12, 1011916800000, [458.89 956.71 182.53 975.72 479.47 110.03 482.13 385.75 457.32 24.33 482.13 385.75 482.13 385.75 465.01 871.81 520.8 465.44 428.38 17.93 459.07 832.41 482.13 385.75]>
<6626, 3, 1010966400000, [480.74 414.19 452.86 948.93 426.87 69.28]>
<6631, 5, 1010966400000, [480.74 414.19 447.9 612.9 454.54 736.63 455.5 872.29 464.7 838.01]>
<6636, 14, 1010707200000, [451.73 322.06 488.72 952.99 466.14 947.82 457.69 679.54 482.13 385.75 520.8 465.44 518.56 254.14 520.8 465.44 377.22 220.33 458.89 956.71 450.43 46.72 482.13 385.75 464.19 291.68 505.23 638.18]>
<6690, 8, 1010102400000, [478.72 182.17 520.8 465.44 469.97 602.11 478.72 182.17 458.89 956.71 474.96 73.65 422.63 980.73 422.63 136.03]>
<6724, 3, 1009497600000, [520.8 465.44 466.82 174.89 467.42 1045.97]>
<6744, 1, 1008892800000, [458.8 541.2]>
<6778, 2, 1008288000000, [491.19 101.51 482.13 385.75]>
<8350, 8, 969408000000, [464.55 51.58 484.34 845.07 482.13 385.75 641.58 580.02 573.12 763.03 182.53 98.69 341.85 728.58 307.62 476.43]>
<11044, 5, 968976000000, [641.58 580.02 463.04 37.43 464.7 838.01 182.53 98.69 341.85 728.58]>
