acclaim, 3.682145076373832
accomplish, 2.037426497940624
affirm, 2.7788744720027396
affluent, 2.983175072037813
afford, 2.4265112613645754
angel, 2.0170333392987803
appeal, 2.2041199826559246
applaud, 2.983175072037813
astonish, 3.682145076373832
astound, 3.3811150807098507
avid, 3.682145076373832
award, 2.2041199826559246
bargain, 2.983175072037813
beckon, 3.682145076373832
benefactor, 3.204933522354145
benefit, 1.7403626894942439
best, 1.2787536009528289
better, 1.414973347970818
bless, 2.6020599913279625
bloom, 2.8369567370595505
bolster, 2.983175072037813
bonus, 2.2041199826559246
boom, 3.3811150807098507
boost, 2.682145076373832
brave, 3.204933522354145
bright, 2.8369567370595505
brighten, 3.682145076373832
brighter, 3.204933522354145
brilliant, 2.983175072037813
bullish, 3.3811150807098507
calm, 2.682145076373832
champ, 3.204933522354145
champion, 3.3811150807098507
cheaper, 2.727541257028556
cheapest, 3.204933522354145
cheer, 2.7788744720027396
cherish, 3.682145076373832
chic, 3.682145076373832
classic, 2.727541257028556
clean, 1.7781512503836436
cleaner, 3.204933522354145
clear, 1.462397997898956
clearer, 3.079904467666721
clever, 3.204933522354145
comfort, 2.037426497940624
commend, 2.983175072037813
compact, 3.682145076373832
complement, 2.9036325160842376
compliant, 3.682145076373832
compliment, 3.204933522354145
cool, 2.380211241711606
coolest, 3.682145076373832
correct, 1.462397997898956
crisp, 2.7788744720027396
cure, 2.8369567370595505
cute, 2.8369567370595505
dawn, 2.727541257028556
decent, 2.8369567370595505
defeat, 3.079904467666721
delight, 3.3811150807098507
doubtless, 3.682145076373832
eager, 2.983175072037813
earnest, 2.682145076373832
easier, 2.250420002308894
easiest, 3.079904467666721
empower, 3.682145076373832
endorse, 2.9036325160842376
enjoy, 1.9493900066449128
enlighten, 3.682145076373832
enough, 1.792391689498254
enrich, 3.3811150807098507
entertain, 2.505149978319906
enthusiasm, 3.079904467666721
enthusiast, 3.204933522354145
entrust, 3.682145076373832
exceed, 1.9294189257142926
excel, 2.0453229787866576
fair, 1.8750612633917
faith, 2.250420002308894
fame, 3.3811150807098507
famous, 2.983175072037813
fast, 2.161368002234975
faster, 2.640481436970422
fastest, 3.204933522354145
favor, 1.9912260756924949
favour, 2.983175072037813
fine, 1.6334684555795864
finest, 3.3811150807098507
firmer, 3.682145076373832
fond, 3.204933522354145
foresight, 3.682145076373832
free, 1.255272505103306
freed, 3.3811150807098507
freedom, 2.983175072037813
fresh, 2.568201724066995
ftw, 3.682145076373832
fun, 1.8260748027008264
gain, 2.0453229787866576
gem, 3.3811150807098507
generous, 2.9036325160842376
genius, 3.204933522354145
glad, 2.113943352306837
glee, 3.682145076373832
glimmer, 3.682145076373832
gold, 2.8369567370595505
golden, 2.640481436970422
good, 1.0
gorgeous, 3.3811150807098507
grace, 2.640481436970422
gracious, 3.3811150807098507
grand, 2.568201724066995
great, 1.2041199826559248
greatest, 2.6020599913279625
gush, 3.682145076373832
hail, 3.204933522354145
hale, 3.3811150807098507
hallmark, 3.682145076373832
harmless, 2.983175072037813
headway, 3.204933522354145
heal, 3.682145076373832
heaven, 3.3811150807098507
hero, 3.682145076373832
heroic, 3.682145076373832
honest, 2.983175072037813
honor, 2.505149978319906
hot, 2.2174839442139063
hug, 3.682145076373832
humor, 2.9036325160842376
ideal, 2.5352941200427703
impress, 2.250420002308894
indebted, 2.9036325160842376
joy, 2.727541257028556
joyous, 3.3811150807098507
keen, 2.727541257028556
laud, 3.204933522354145
lavish, 3.3811150807098507
lead, 1.6989700043360187
lean, 2.8369567370595505
led, 2.3010299956639813
like, 0.6989700043360189
love, 1.806179973983887
lover, 3.204933522354145
low-cost, 3.3811150807098507
luck, 2.100370545117563
lush, 3.682145076373832
magic, 3.079904467666721
master, 1.380211241711606
merit, 2.359835482339888
modern, 2.568201724066995
modest, 2.727541257028556
neat, 3.079904467666721
nice, 1.9822712330395684
nicer, 3.3811150807098507
nicest, 3.682145076373832
nourish, 3.682145076373832
outperform, 3.3811150807098507
outsmart, 3.682145076373832
outstrip, 3.3811150807098507
passion, 3.079904467666721
patient, 2.983175072037813
peach, 3.682145076373832
pep, 3.3811150807098507
perfect, 2.2833012287035497
pleasant, 3.3811150807098507
popular, 2.450249108319361
precious, 3.3811150807098507
prefer, 1.6720978579357175
premier, 2.5352941200427703
pride, 3.3811150807098507
prize, 2.8369567370595505
progress, 1.7781512503836436
prompt, 2.0791812460476247
proper, 2.0453229787866576
pros, 3.3811150807098507
prosper, 3.079904467666721
protect, 1.6334684555795864
proud, 2.640481436970422
proven, 2.6020599913279625
prudent, 2.380211241711606
pure, 2.682145076373832
quaint, 3.682145076373832
quicker, 3.3811150807098507
quiet, 2.7788744720027396
rapid, 2.1492191126553797
rational, 2.7788744720027396
reaffirm, 3.682145076373832
reclaim, 3.682145076373832
recomend, 3.3811150807098507
recommend, 1.6127838567197355
recover, 3.204933522354145
redeem, 3.079904467666721
reform, 2.3201462861110542
refresh, 2.7788744720027396
refund, 2.1760912590556813
regard, 0.9030899869919435
relent, 3.682145076373832
relief, 2.0569048513364727
respect, 1.4313637641589874
reward, 2.7788744720027396
rich, 1.9637878273455553
right, 1.1760912590556813
robust, 3.079904467666721
safe, 2.3010299956639813
saver, 3.682145076373832
scenic, 3.682145076373832
seamless, 3.204933522354145
sharp, 2.450249108319361
shine, 3.079904467666721
silent, 3.079904467666721
simpler, 3.3811150807098507
simplest, 3.079904467666721
skill, 1.9493900066449128
slammin, 3.682145076373832
smart, 2.8369567370595505
smartest, 3.079904467666721
smile, 3.204933522354145
smooth, 2.3010299956639813
soft, 2.4265112613645754
softer, 3.682145076373832
solid, 2.505149978319906
staunch, 3.682145076373832
straighten, 3.3811150807098507
straightforward, 3.204933522354145
strong, 1.6334684555795864
stronger, 3.079904467666721
strongest, 2.727541257028556
stylish, 3.682145076373832
succeed, 2.6020599913279625
success, 1.6434526764861874
successful, 3.3811150807098507
super, 2.4265112613645754
superb, 3.204933522354145
superior, 2.359835482339888
support, 1.3222192947339193
supports, 3.682145076373832
surpass, 2.727541257028556
survivor, 3.3811150807098507
swank, 3.204933522354145
sweet, 2.4771212547196626
sweeten, 3.682145076373832
swift, 2.7788744720027396
talent, 2.4771212547196626
tempt, 3.682145076373832
tender, 2.8369567370595505
thank, 0.6020599913279624
thrift, 3.079904467666721
thrive, 3.3811150807098507
top, 1.7558748556724915
top-notch, 3.682145076373832
tough, 2.5352941200427703
tougher, 2.983175072037813
toughest, 3.3811150807098507
traction, 3.682145076373832
trump, 3.204933522354145
trumpet, 3.682145076373832
trust, 2.123851640967086
