<858, [rich:0.6595744680851063 lead:0.6595744680851063 like:0.6595744680851063 ]
<859, []
<860, [like:0.7021276595744681 rail:0.5106382978723404 ]
<861, [rich:0.6595744680851063 well:0.6595744680851063 like:0.7021276595744681 rail:0.5106382978723404 ]
<862, [progress:0.6595744680851063 lack:0.6170212765957447 ]
<863, [better:0.6595744680851063 like:0.6595744680851063 worst:0.6170212765957447 rail:0.6170212765957447 ]
<864, [progress:0.6595744680851063 rich:0.6595744680851063 better:0.6595744680851063 well:0.6595744680851063 work:0.6595744680851063 like:0.6808510638297872 lack:0.5957446808510638 ]
<1084, [wise:0.6595744680851063 work:0.6595744680851063 like:0.6595744680851063 payback:0.6170212765957447 ]
<1085, [free:0.6595744680851063 refresh:0.6595744680851063 correct:0.6595744680851063 support:0.6808510638297872 rich:0.6808510638297872 well:0.6595744680851063 work:0.723404255319149 great:0.6595744680851063 perfect:0.6595744680851063 like:0.7021276595744681 best:0.6808510638297872 breakdown:0.6170212765957447 burn:0.6170212765957447 set-up:0.6170212765957447 blind:0.6170212765957447 rough:0.6170212765957447 ]
<1086, [free:0.6595744680851063 refresh:0.6595744680851063 correct:0.6595744680851063 support:0.6808510638297872 rich:0.7021276595744681 well:0.6808510638297872 work:0.723404255319149 great:0.6595744680851063 perfect:0.6595744680851063 like:0.7021276595744681 best:0.6808510638297872 enough:0.6595744680851063 breakdown:0.6170212765957447 burn:0.6170212765957447 set-up:0.6170212765957447 blind:0.6170212765957447 rough:0.6170212765957447 problem:0.6170212765957447 fall:0.5957446808510638 ]
<1087, [free:0.6595744680851063 refresh:0.6595744680851063 correct:0.6595744680851063 exceed:0.6595744680851063 support:0.6808510638297872 rich:0.7021276595744681 well:0.6808510638297872 work:0.7446808510638298 great:0.6595744680851063 perfect:0.6595744680851063 like:0.723404255319149 best:0.6808510638297872 clear:0.6595744680851063 enough:0.6595744680851063 breakdown:0.6170212765957447 burn:0.6170212765957447 set-up:0.6170212765957447 blind:0.6170212765957447 rough:0.6170212765957447 problem:0.6170212765957447 fall:0.5957446808510638 ]
<1088, [lost:0.5957446808510638 ]
<1633, [rich:0.6595744680851063 drag:0.5957446808510638 difficult:0.6170212765957447 ]
<2182, []
<2183, []
<2184, [rich:0.6595744680851063 ]
<2348, []
<2512, []
<2896, []
<2897, [like:0.6595744680851063 hurt:0.6170212765957447 object:0.6170212765957447 concern:0.6170212765957447 ]
<2898, []
<2899, [fine:0.6595744680851063 delay:0.6170212765957447 ]
<2900, []
<2901, []
<2902, []
<2903, [clear:0.6595744680851063 wrong:0.6170212765957447 ]
<2904, [joy:0.6595744680851063 ]
<2905, [joy:0.6595744680851063 ]
<2906, [joy:0.6595744680851063 ]
<2907, [joy:0.6595744680851063 ]
<2908, [favor:0.6595744680851063 delay:0.5957446808510638 protest:0.6170212765957447 loss:0.5957446808510638 lost:0.5957446808510638 lose:0.6170212765957447 ]
<2909, [thank:0.6595744680851063 ]
<2910, [free:0.6808510638297872 popular:0.6595744680851063 correct:0.6595744680851063 work:0.6808510638297872 ]
<6320, [hot:0.6595744680851063 free:0.6595744680851063 right:0.6595744680851063 good:0.6595744680851063 won:0.6595744680851063 warm:0.6595744680851063 gorgeous:0.6595744680851063 brilliant:0.6595744680851063 fresh:0.6595744680851063 work:0.6595744680851063 love:0.6808510638297872 nice:0.6595744680851063 sharp:0.6595744680851063 like:0.6595744680851063 blame:0.6170212765957447 hard:0.6170212765957447 frigid:0.6170212765957447 hate:0.6170212765957447 cold:0.6170212765957447 anxious:0.6170212765957447 fat:0.6170212765957447 lose:0.6170212765957447 alarm:0.6170212765957447 ]
<6341, [fond:0.6595744680851063 strong:0.6595744680851063 good:0.6595744680851063 successful:0.6595744680851063 well:0.6595744680851063 fresh:0.6595744680851063 proud:0.6595744680851063 best:0.6595744680851063 surpass:0.6595744680851063 miss:0.6170212765957447 fall:0.5957446808510638 ]
<6342, [worth:0.6595744680851063 thank:0.7872340425531915 good:0.7021276595744681 grand:0.6595744680851063 well:0.7021276595744681 work:0.6595744680851063 love:0.7021276595744681 like:0.6808510638297872 pleasant:0.6595744680851063 bad:0.6170212765957447 poor:0.6170212765957447 odd:0.6170212765957447 cold:0.5531914893617021 meager:0.6170212765957447 ]
<7821, [thank:0.6595744680851063 well:0.6595744680851063 best:0.6595744680851063 ]
<8094, [strong:0.7021276595744681 right:0.6595744680851063 good:0.7021276595744681 support:0.7021276595744681 work:0.6808510638297872 tough:0.6595744680851063 reform:0.7872340425531915 protect:0.6808510638297872 faith:0.6595744680851063 delay:0.6170212765957447 debt:0.574468085106383 hard:0.6170212765957447 hinder:0.6170212765957447 scant:0.6170212765957447 ]
<8095, []
<8096, []
<8097, [free:0.6808510638297872 top:0.6595744680851063 ]
<8098, []
<8099, [good:0.6595744680851063 ]
<8100, [good:0.6595744680851063 work:0.6595744680851063 nice:0.6595744680851063 nicest:0.6595744680851063 ]
<8101, [work:0.6595744680851063 ]
<8102, []
<8103, [sick:0.6170212765957447 ]
<8104, [best:0.6595744680851063 ]
<8105, []
<8106, [cure:0.723404255319149 rich:0.6595744680851063 well:0.6595744680851063 fair:0.6595744680851063 work:0.6595744680851063 best:0.6595744680851063 panic:0.6170212765957447 virus:0.425531914893617 hard:0.6170212765957447 sue:0.6170212765957447 suspect:0.6170212765957447 ]
<8107, [right:0.6595744680851063 work:0.6595744680851063 best:0.6595744680851063 sap:0.6170212765957447 ]
<8108, []
<8109, [broken:0.6170212765957447 ]
<8110, [won:0.6595744680851063 work:0.6595744680851063 ]
<8111, []
<8112, []
<8113, [warm:0.6808510638297872 work:0.6595744680851063 like:0.7021276595744681 ]
<8114, [free:0.6595744680851063 exceed:0.6808510638297872 well:0.6595744680851063 work:0.6595744680851063 like:0.6595744680851063 hang:0.6170212765957447 ]
<8115, [work:0.6595744680851063 error:0.6170212765957447 ]
<8116, [right:0.6595744680851063 accomplish:0.6595744680851063 well:0.6595744680851063 work:0.7021276595744681 ]
<8117, []
<8118, [good:0.6595744680851063 ]
<8119, [brighten:0.6595744680851063 brilliant:0.6595744680851063 enjoy:0.6595744680851063 like:0.6595744680851063 error:0.6170212765957447 ]
<8120, []
<8121, []
<8122, [free:0.6595744680851063 well:0.6595744680851063 master:0.6595744680851063 ]
<8123, [conflict:0.6170212765957447 ]
<8124, [well:0.6595744680851063 ]
<8125, [thank:0.6595744680851063 ]
<8126, [good:0.6595744680851063 ]
<8127, []
<8129, [thank:0.6595744680851063 master:0.6808510638297872 error:0.6170212765957447 ]
<8130, [exceed:0.6808510638297872 respect:0.6595744680851063 limit:0.6170212765957447 risk:0.5957446808510638 reject:0.6170212765957447 ]
<8131, [exceed:0.6808510638297872 respect:0.6595744680851063 limit:0.6170212765957447 risk:0.5957446808510638 reject:0.6170212765957447 ]
<8132, []
<8133, []
<8134, [willing:0.6595744680851063 exceed:0.6808510638297872 support:0.6808510638297872 suffer:0.6170212765957447 debt:0.48936170212765956 hard:0.6170212765957447 detract:0.6170212765957447 kill:0.6170212765957447 breach:0.5957446808510638 ]
<8135, [exceed:0.6808510638297872 support:0.6808510638297872 suffer:0.6170212765957447 debt:0.48936170212765956 detract:0.6170212765957447 kill:0.6170212765957447 breach:0.5957446808510638 ]
<8136, [like:0.6595744680851063 ]
<8137, []
<8138, []
<8139, [succeed:0.6595744680851063 like:0.6595744680851063 ]
<8140, []
<8141, [willing:0.6595744680851063 great:0.6595744680851063 cheaper:0.6595744680851063 like:0.7446808510638298 tougher:0.6595744680851063 crack:0.6170212765957447 suffer:0.6170212765957447 error:0.5957446808510638 ]
<8142, [willing:0.6595744680851063 great:0.6595744680851063 cheaper:0.6595744680851063 like:0.7021276595744681 tougher:0.6595744680851063 crack:0.6170212765957447 suffer:0.6170212765957447 error:0.6170212765957447 ]
<8143, [good:0.6808510638297872 like:0.6595744680851063 bad:0.5957446808510638 ]
<8144, []
<8145, [willing:0.6595744680851063 cheaper:0.6595744680851063 like:0.6595744680851063 suffer:0.6170212765957447 ]
<8146, [good:0.6595744680851063 clean:0.6595744680851063 master:0.6595744680851063 ]
<8147, []
<8148, []
<8149, [good:0.6595744680851063 like:0.6595744680851063 ]
<8150, []
<8151, []
<8152, [work:0.6595744680851063 like:0.6595744680851063 best:0.6595744680851063 ]
<8153, [fine:0.6595744680851063 ]
<8154, []
<8155, [good:0.6595744680851063 sap:0.6170212765957447 ]
<8156, [wonder:0.6595744680851063 better:0.6808510638297872 work:0.6595744680851063 top:0.6595744680851063 smell:0.6170212765957447 ]
<8157, []
<8158, []
<9787, [hard:0.6170212765957447 ]
<9788, [master:0.6808510638297872 ]
<9790, [respect:0.6595744680851063 well:0.6595744680851063 like:0.6808510638297872 hard:0.6170212765957447 ]
<9791, [work:0.7021276595744681 like:0.6595744680851063 ]
<9792, []
<9793, [lead:0.6595744680851063 problem:0.6170212765957447 ]
<9794, [willing:0.6595744680851063 work:0.6595744680851063 ]
<9795, [free:0.6808510638297872 virus:0.5957446808510638 loss:0.6170212765957447 ]
<9796, [reform:0.6595744680851063 ]
<9797, [willing:0.6595744680851063 well:0.6595744680851063 great:0.6595744680851063 cheaper:0.6595744680851063 like:0.723404255319149 tougher:0.6595744680851063 crack:0.6170212765957447 suffer:0.6170212765957447 error:0.5957446808510638 ]
<9798, []
<9799, []
<9800, []
<9801, []
<9802, [better:0.6595744680851063 best:0.6595744680851063 ]
<9803, [thank:0.6595744680851063 ]
<9804, [gold:0.6808510638297872 good:0.6595744680851063 better:0.6595744680851063 great:0.6595744680851063 safe:0.6595744680851063 best:0.6595744680851063 lemon:0.6170212765957447 ]
<9805, [sweet:0.6595744680851063 like:0.6595744680851063 error:0.6170212765957447 ]
<9806, [better:0.6595744680851063 best:0.6595744680851063 ]
<9807, []
<9808, [support:0.6595744680851063 like:0.6595744680851063 master:0.6808510638297872 revert:0.6170212765957447 ]
<9809, [master:0.7021276595744681 ]
<9810, [master:0.6595744680851063 ]
<9811, [thank:0.6595744680851063 hard:0.6170212765957447 concern:0.6170212765957447 error:0.6170212765957447 ]
<9812, [thank:0.6595744680851063 error:0.6170212765957447 ]
<9813, [benefit:0.6595744680851063 oversight:0.6170212765957447 ]
<9814, []
<9815, [good:0.6595744680851063 better:0.6595744680851063 work:0.6595744680851063 fall:0.6170212765957447 ]
<9816, []
<9817, [well:0.6595744680851063 like:0.6595744680851063 concern:0.5957446808510638 vice:0.6170212765957447 problem:0.6170212765957447 ]
<9818, [free:0.6595744680851063 ]
<9819, [sweet:0.6595744680851063 crude:0.0 ]
<9820, []
<9821, [thank:0.6595744680851063 great:0.6595744680851063 error:0.6170212765957447 ]
<9822, [free:0.6595744680851063 ]
<9823, [crisp:0.6595744680851063 benefit:0.6595744680851063 like:0.6595744680851063 ]
<9824, []
<9825, [crisp:0.6595744680851063 benefit:0.6595744680851063 work:0.6595744680851063 like:0.6595744680851063 ]
<9826, [destroy:0.6170212765957447 ]
<9827, [master:0.6595744680851063 ]
<9828, [free:0.6808510638297872 right:0.6595744680851063 progress:0.6595744680851063 success:0.6595744680851063 wonder:0.6595744680851063 bloom:0.6595744680851063 like:0.6808510638297872 ]
<9829, []
<9830, [thank:0.6595744680851063 master:0.6808510638297872 error:0.6170212765957447 ]
<9832, [fresh:0.6595744680851063 error:0.6170212765957447 ]
<9833, [eager:0.6595744680851063 respect:0.6595744680851063 better:0.6595744680851063 problem:0.6170212765957447 ]
<9834, []
<9835, []
<9836, [thank:0.6595744680851063 rich:0.6595744680851063 master:0.723404255319149 error:0.6170212765957447 ]
<9837, [silent:0.6595744680851063 right:0.6808510638297872 superior:0.6595744680851063 regard:0.6595744680851063 ]
<9838, [thank:0.6595744680851063 harmless:0.6595744680851063 error:0.6170212765957447 ]
<9839, [silent:0.6595744680851063 right:0.6808510638297872 superior:0.6595744680851063 regard:0.6595744680851063 ]
<9840, []
<9841, [vice:0.574468085106383 ]
<9843, []
<9844, []
<9845, [work:0.6595744680851063 like:0.6595744680851063 ]
<9846, [delay:0.6170212765957447 ]
<9847, []
<9848, [respect:0.6595744680851063 master:0.6595744680851063 ]
<9849, [benefit:0.6595744680851063 right:0.6595744680851063 thank:0.6595744680851063 trust:0.6595744680851063 protect:0.6595744680851063 safe:0.6595744680851063 ]
<9850, [work:0.6595744680851063 ]
<9851, [success:0.6595744680851063 support:0.7021276595744681 golden:0.6595744680851063 vice:0.5957446808510638 risk:0.574468085106383 ]
<9852, [free:0.723404255319149 thank:0.6595744680851063 good:0.6808510638297872 support:0.6595744680851063 accomplish:0.6595744680851063 successful:0.6595744680851063 fresh:0.6595744680851063 enjoy:0.6595744680851063 great:0.6595744680851063 fun:0.6595744680851063 perfect:0.6595744680851063 fine:0.6808510638297872 like:0.6595744680851063 delay:0.6170212765957447 miss:0.6170212765957447 difficult:0.6170212765957447 frozen:0.6170212765957447 ]
<9853, [free:0.6595744680851063 well:0.6595744680851063 master:0.6595744680851063 ]
<9854, []
<9855, []
<9856, [willing:0.6595744680851063 better:0.6595744680851063 nice:0.6595744680851063 like:0.6808510638297872 ]
<9857, [master:0.6595744680851063 ]
<9858, [right:0.6595744680851063 well:0.6595744680851063 like:0.6595744680851063 crude:0.6170212765957447 ]
<9859, []
<9860, []
<9861, [good:0.6808510638297872 well:0.6595744680851063 comfort:0.6808510638297872 ideal:0.6595744680851063 like:0.723404255319149 best:0.7021276595744681 poor:0.6170212765957447 odd:0.6170212765957447 oversight:0.6170212765957447 fall:0.6170212765957447 ]
<9862, [thank:0.6595744680851063 relief:0.6595744680851063 error:0.6170212765957447 ]
