111538,abrupt#a,-0.09000000000000001
46696,descriptor#n,0.0
27769,0#n,0.0
28312,1#n,0.0
28845,2#n,0.0
29416,3#n,0.0
29996,4#n,0.0
30555,5#n,0.0
31117,6#n,0.0
31703,7#n,0.0
32276,8#n,0.0
32814,9#n,0.0
44961,flip#a,-0.25
55632,a#n,-0.02410468319559229
56215,b#n,0.0
56821,c#n,0.0
97668,garland#n,0.0
57456,d#n,-0.06818181818181819
58087,e#n,0.1642335766423358
58635,f#n,0.0
59230,g#n,0.0
59841,h#n,-0.10948905109489052
60416,i#n,0.0
61022,j#n,0.0
61600,k#n,0.0
62101,l#n,0.0
62673,m#n,0.0
63262,n#n,0.0
63836,o#n,0.0
64427,p#n,0.0
65010,q#n,0.0
65613,r#n,0.0
66241,s#n,0.0
66804,t#n,0.0
67398,u#n,0.0
67928,v#n,0.0
68504,w#n,0.0
69070,x#n,0.0
69682,y#n,0.0
70271,z#n,0.0
85544,adrian#n,0.0
22971,better#v,0.5795454545454546
35472,flop#v,-0.04545454545454546
29766,flow#n,0.0
155152,timer#n,0.0
136604,flux#v,0.0
130859,bachelor#n,0.0
66857,kitchen#n,0.0
44043,rebecca#n,0.0
125184,vermillion#a,0.0
123805,congressman#n,0.0
93725,buyer#n,0.0
68594,calvino#n,0.0
2584,35th#a,0.0
64084,journal#n,0.0
95748,borrow#v,0.0
140779,journey#n,0.0
143521,attempt#n,0.0
5616,nederland#n,0.0
91277,garfield#n,0.0
116223,10#n,0.0
116797,11#n,0.0
117387,12#n,0.0
117942,13#n,0.0
118521,14#n,0.0
119092,15#n,0.0
119722,16#a,0.0
120252,17#a,0.0
120813,18#a,0.0
121390,19#a,0.0
133996,20#n,0.0
134575,21#n,0.0
135204,22#n,0.0
135760,23#n,0.0
136337,24#n,0.0
136896,25#n,0.0
137450,26#n,0.0
138006,27#a,0.0
138530,28#a,0.0
139057,29#a,0.0
151593,30#n,0.0
152172,31#a,0.0
152729,32#a,0.0
153298,33#a,0.0
153853,34#a,0.0
154433,35#a,0.0
155018,36#a,0.0
314,37#a,0.0
881,38#a,0.0
1449,39#a,0.0
8188,2d#a,0.0
35722,progress#n,0.034090909090909095
13844,40#n,0.0
14364,41#a,0.0
14918,42#a,0.0
15488,43#a,0.0
16044,44#a,0.0
16617,45#a,0.0
17227,46#a,0.0
25045,treat#n,0.16666666666666666
17831,47#a,0.0
18378,48#a,0.0
18936,49#a,0.0
25685,3d#n,0.0
31306,50#n,0.0
31838,51#a,0.0
32415,52#a,0.0
32963,53#a,0.0
33519,54#a,0.0
34084,55#a,0.0
34616,56#a,0.0
35246,57#a,0.0
35837,58#a,0.0
36412,59#a,0.0
92420,korea#n,0.0
49041,60#n,0.0
49606,61#a,0.0
50181,62#a,0.0
50727,63#a,0.0
51283,64#a,0.0
51838,65#a,0.0
52390,66#a,0.0
52985,67#a,0.0
53599,68#a,0.0
54174,69#a,0.0
105277,auction#v,0.0
67010,70#n,0.0
67555,71#a,0.0
68095,72#a,0.0
68661,73#a,0.0
69231,74#a,0.0
69823,75#a,0.0
70449,76#a,0.0
71020,77#a,0.0
71596,78#n,0.0
72156,79#a,0.0
84513,80#n,0.0
85041,81#a,0.0
85608,82#a,0.0
86120,83#a,0.0
86683,84#a,0.0
87227,85#a,0.0
87796,86#a,0.0
88340,87#a,0.0
88895,88#a,0.0
89481,89#a,0.0
109599,trend#n,0.0
102108,90#n,0.0
102647,91#a,0.0
103199,92#a,0.0
103801,93#a,0.0
104357,94#a,0.0
104897,95#a,0.0
105467,96#a,0.0
106042,97#a,0.0
106622,98#a,0.0
107205,99#a,0.0
115055,playoff#n,0.0
99365,trent#n,0.0
28460,escort#v,0.0
108985,unwind#v,-0.09500000000000001
25420,sojourn#v,0.0
108816,staunch#a,0.5
86161,quarterback#n,0.0
4006,ohio#n,0.0
115326,fling#v,0.0
37645,berkeley#n,0.0
41933,herman#n,0.0
155180,outbreak#n,-0.125
42914,seventh#n,0.0
15370,trial#n,0.00850340136054422
10963,triad#n,0.030000000000000006
68083,tribe#n,0.0
50144,trick#n,-0.014462809917355374
39585,martin#n,0.0
87337,chore#n,0.0
39551,encompass#v,0.0
19637,foam#n,0.0
81722,bolivia#n,0.0
4807,37th#a,0.0
49737,fond#a,0.4050000000000001
59480,aa#n,0.0
60071,ab#n,0.0
61289,ad#r,0.0
62921,ag#n,0.0
65852,al#n,0.0
66501,am#n,-0.034090909090909095
67049,an#n,-0.125
140234,panic#n,-0.3333333333333333
147319,finalist#n,0.0
63026,fold#n,0.04820936639118458
69339,ar#n,0.0
69910,as#n,0.0
70542,at#n,0.0
71106,au#n,-0.08333333333333333
62211,folk#n,0.0
73868,az#n,0.0
77183,ba#n,0.0
77736,bb#n,0.0
78281,bc#r,0.0
79450,be#v,0.03930652281471178
81704,bi#n,0.0
86732,br#n,0.0
87268,bs#n,0.0
86595,fool#n,0.34090909090909094
90727,by#r,-0.16666666666666666
50385,panel#n,0.0
81539,foot#v,0.0
94724,ca#n,0.0
95849,cc#n,0.0
96465,cd#n,0.0
97061,ce#r,0.0
97646,cf#r,0.0
101002,cl#n,0.0
101547,cm#n,0.0
102740,co#n,0.0
107549,food#n,-0.022727272727272728
104445,cr#n,0.0
104998,cs#n,0.0
105566,ct#n,0.0
106707,cv#a,-0.25
13746,partner#n,0.0
112319,da#n,0.0
112903,db#n,0.0
113476,dc#n,0.0
114095,dd#n,0.0
114686,de#n,0.0
115810,dg#n,0.0
117527,dj#n,0.0
119249,dm#n,-0.4166666666666667
120424,do#n,0.022727272727272728
135199,ford#n,-0.04599211563731932
120976,dp#n,0.0
131950,fore#n,0.0
122711,ds#n,0.034090909090909095
130167,ea#n,0.0
130723,eb#n,0.0
131304,ec#n,0.0
131848,ed#n,-0.5
132435,ee#n,0.0
136514,el#n,0.0
137069,em#n,0.0
137636,en#n,0.0
139800,er#n,0.041666666666666664
140364,es#n,0.0
141505,eu#n,0.0
142652,ew#n,0.0
143204,ex#a,0.0
150086,fe#n,0.0
154027,fl#n,0.0
154583,fm#n,0.0
442,fo#n,0.25
2135,fr#n,0.0
3237,ft#n,0.0
106337,kelvin#n,0.0
10160,ga#n,0.0
11199,gc#n,-0.125
11745,gd#n,0.08333333333333333
12310,ge#n,0.08333333333333333
16836,gm#n,0.0
18006,go#a,0.25
18544,gp#n,-0.5
130518,fork#n,0.0
126884,form#n,0.007923058706971593
27557,ha#n,0.0
28075,hb#n,0.0
28629,fort#v,0.0
29754,he#n,0.0
30333,hf#n,0.0
32016,hi#n,0.0
34229,hm#n,0.0
35390,ho#n,0.0
35986,hp#n,0.0
37162,hr#n,0.0
37723,hs#n,0.0
77308,foul#a,-0.4292597459483137
71155,four#n,0.0
45262,ia#n,0.0
46424,ic#n,0.0
47005,id#n,0.0
47594,ie#r,0.0
48664,ig#n,0.0
49848,ii#n,0.0
51516,il#n,0.0
52624,in#a,0.0
53216,io#n,0.041666666666666664
53755,ip#n,0.0
54897,ir#n,0.0
56024,it#n,0.0
57236,iv#a,0.0
58461,ix#a,0.0
72859,jr#n,0.125
75142,jv#n,0.0
80726,ka#n,0.0
81318,kb#n,0.0
81859,kc#n,0.0
87443,km#n,0.0
90830,ks#n,0.0
93069,kw#n,0.0
94268,ky#n,0.0
98330,la#n,0.0
98886,lb#n,0.0
100511,le#n,-0.25
101090,lf#n,0.0
102843,li#a,0.0
105101,lm#n,0.0
106798,lp#n,0.0
93832,montreal#n,0.0
860,pursuant#a,0.125
110215,lv#a,0.0
115937,ma#n,0.39000000000000007
116569,mb#n,0.0
117689,md#n,0.0
118254,me#n,0.0
120568,mi#n,0.0
122877,mm#n,0.0
123467,mn#n,0.0
123992,mo#n,0.0
115771,alabama#n,0.0
125779,mr#n,0.0
126361,ms#n,-0.05474452554744526
126952,mt#n,0.0
133735,na#n,0.0
134293,nb#n,0.0
134887,nc#n,0.0
135450,nd#n,0.0
136029,ne#n,0.0
137158,ng#n,0.0
137712,nh#n,0.0
138251,ni#n,0.0
138780,nj#n,0.0
140483,nm#n,0.0
141610,no#a,0.0
142163,np#n,0.0
144446,nt#n,0.0
146190,nw#n,0.0
147337,ny#n,0.0
151876,ob#n,0.0
47,oh#n,0.0
1774,ok#r,0.25
3390,on#r,0.034090909090909095
5690,or#n,0.0
6201,os#n,-0.010948905109489052
141921,rabbi#n,0.0
13577,pa#n,0.0
14130,pb#n,0.0
14686,pc#n,0.0
15245,pd#n,0.0
17532,ph#n,0.0
20408,pm#n,0.0
21470,po#n,0.06000000000000001
23114,pr#n,0.0
23660,ps#n,0.0
24256,pt#n,0.0
24787,pu#n,0.0
26531,px#n,0.0
51030,re#n,0.0
51620,rf#n,0.27272727272727276
53326,ri#n,0.0
56717,ro#n,0.0
60913,rv#n,0.0
137016,jensen#n,0.0
66671,sa#n,0.0
67277,sb#n,0.0
67807,sc#n,0.0
68395,sd#n,0.0
68933,se#n,0.0
70117,sg#n,0.0
71363,si#n,0.0
73017,sl#n,0.0
73596,sm#n,0.0
74772,so#r,0.0
76367,sr#n,0.0
76925,ss#n,0.0
79143,sw#n,0.0
123636,mogul#n,0.0
18927,chomp#n,0.0
84802,tb#n,0.0
85377,tc#n,-0.08333333333333333
86442,te#n,0.0
88108,th#n,0.0
90933,tm#n,0.0
96075,tv#n,0.0
97274,tx#n,0.0
107567,uk#n,0.0
109236,un#n,0.0
110410,up#r,0.056569343065693424
112069,us#n,0.0
112630,ut#n,0.0
113788,uv#n,0.0
119583,va#n,0.0
124126,vi#n,0.0
130398,vt#n,0.0
149249,preview#n,0.0
144000,snack#n,0.0
137268,wa#n,0.0
137802,wb#n,0.0
148596,wu#n,0.0
150906,wy#n,0.0
4076,xi#a,0.0
103602,choir#n,0.0
12534,xx#a,0.0
48913,dragon#n,-0.09000000000000001
26709,yr#n,0.0
13995,suspect#a,-0.5
108466,38th#a,0.0
94057,impetus#n,0.0
86210,snake#v,-0.06818181818181819
81281,virgin#a,0.08333333333333333
61650,ferrara#n,0.0
71272,european#a,0.0
64483,halfway#r,0.0
23835,inject#v,-0.008503401360544218
112673,earlier#r,0.0
82763,sneak#a,0.625
82659,conduct#v,0.07653061224489796
68688,lessen#v,-0.045454545454545456
67374,lesser#a,0.041666666666666664
73689,convict#n,0.0
119671,prepay#v,0.0
26415,jewish#a,0.0
38012,video#n,0.0
131283,okay#a,0.375
87119,lesson#n,0.0
84633,lessor#n,0.0
101662,wheeler#n,0.01824817518248175
66668,okey#n,0.0
42459,monstrous#a,-0.2840909090909091
95079,pappa#n,0.0
58506,middleton#n,0.0
53566,hereto#r,0.0
70060,accredit#v,0.0
129744,radar#n,0.0
125654,radio#a,0.0
8692,upward#r,0.041666666666666664
85454,filial#a,0.0
75325,runnel#n,0.0
73887,runner#n,-0.08535428803685138
16520,herein#r,0.0
84584,frau#n,0.0
81984,fray#v,-0.08333333333333333
19978,free#r,0.0
79116,afraid#a,-0.5100000000000001
50995,glimmer#n,0.0
31161,frey#n,0.0
30443,inspect#v,0.06818181818181819
137485,hereof#r,0.0
3534,alexandria#n,0.0
146542,tracker#n,0.0
46474,paper#n,0.0
121329,dutch#n,0.0
90511,workout#n,0.0
93788,pasta#n,0.0
152385,nitrogen#n,0.0
145264,number#n,-0.11826402742769769
21547,casual#a,-0.3138588862393043
34398,partial#a,0.23863636363636365
26262,sacramento#n,0.0
63256,telegraph#v,0.0
141734,tawney#n,0.0
135666,popular#a,0.08
132834,oman#n,0.0
71189,worksheet#n,0.0
83229,ammonia#n,-0.08333333333333333
18876,georgia#n,0.0
141050,omit#v,0.0
86199,castro#n,0.0
14846,awaken#v,0.2272727272727273
91341,offer#n,0.0
19146,newport#n,0.0
54211,depress#v,-0.0821167883211679
120842,judgement#n,0.04820936639118458
140759,hand-held#a,0.0
35927,economist#n,0.0
134388,raiser#n,0.0
153434,timber#n,0.0
84080,only#r,-0.03213957759412305
65974,sniff#v,0.0
49984,rebekah#n,0.0
18352,latino#n,0.0
146892,downer#n,0.0
120127,derrick#n,0.08333333333333333
17317,dogwood#n,0.08333333333333333
110529,presto#r,0.0
40995,fuck#n,0.0
149406,premier#v,0.0
56977,upper-level#a,0.625
83042,fuel#n,0.0
