27769,0#n,0.0
28312,1#n,0.0
28845,2#n,0.0
29416,3#n,0.0
29996,4#n,0.0
30555,5#n,0.0
31117,6#n,0.0
31703,7#n,0.0
32276,8#n,0.0
32814,9#n,0.0
44961,flip#a,-0.25
55632,a#n,-0.02410468319559229
56215,b#n,0.0
56821,c#n,0.0
57456,d#n,-0.06818181818181819
58087,e#n,0.1642335766423358
58635,f#n,0.0
59230,g#n,0.0
59841,h#n,-0.10948905109489052
60416,i#n,0.0
61022,j#n,0.0
61600,k#n,0.0
62101,l#n,0.0
62673,m#n,0.0
63262,n#n,0.0
63836,o#n,0.0
64427,p#n,0.0
65010,q#n,0.0
65613,r#n,0.0
66241,s#n,0.0
66804,t#n,0.0
67398,u#n,0.0
68504,w#n,0.0
69070,x#n,0.0
69682,y#n,0.0
22971,better#v,0.5795454545454546
29766,flow#n,0.0
104536,dumps#n,0.0
151007,times#n,0.3333333333333333
130859,bachelor#n,0.0
35455,sketch#n,0.0
66857,kitchen#n,0.0
129009,assume#v,-0.17384976855098894
44043,rebecca#n,0.0
114510,specifically#r,0.375
41617,assure#v,0.15306122448979592
106982,introduction#n,0.019283746556473833
19520,carefully#r,-0.08333333333333333
93725,buyer#n,0.0
57068,average#a,-0.025510204081632657
64084,journal#n,0.0
143260,business#n,0.033139290223032684
95748,borrow#v,0.0
122536,showing#n,0.0
143521,attempt#n,0.0
116223,10#n,0.0
116797,11#n,0.0
117387,12#n,0.0
117942,13#n,0.0
118521,14#n,0.0
119092,15#n,0.0
119722,16#a,0.0
120252,17#a,0.0
120813,18#a,0.0
121390,19#a,0.0
133996,20#n,0.0
134575,21#n,0.0
135204,22#n,0.0
135760,23#n,0.0
136337,24#n,0.0
136896,25#n,0.0
137450,26#n,0.0
138006,27#a,0.0
138530,28#a,0.0
139057,29#a,0.0
151593,30#n,0.0
152172,31#a,0.0
152729,32#a,0.0
153298,33#a,0.0
154433,35#a,0.0
155018,36#a,0.0
314,37#a,0.0
881,38#a,0.0
35722,progress#n,0.034090909090909095
13844,40#n,0.0
14364,41#a,0.0
14918,42#a,0.0
16044,44#a,0.0
16617,45#a,0.0
18378,48#a,0.0
31306,50#n,0.0
31838,51#a,0.0
34084,55#a,0.0
34616,56#a,0.0
36412,59#a,0.0
49041,60#n,0.0
50181,62#a,0.0
51283,64#a,0.0
52390,66#a,0.0
105277,auction#v,0.0
67010,70#n,0.0
67555,71#a,0.0
68095,72#a,0.0
68661,73#a,0.0
69823,75#a,0.0
70449,76#a,0.0
71020,77#a,0.0
84513,80#n,0.0
85041,81#a,0.0
85608,82#a,0.0
87227,85#a,0.0
87796,86#a,0.0
88340,87#a,0.0
89481,89#a,0.0
109599,trend#n,0.0
102108,90#n,0.0
